,date,notes,name
8052,2016-12-30,sore left knee (DTD),marcusmorris
8055,2016-12-30,sore right wrist (DTD),courtneylee
8056,2016-12-30,sprained right ankle (DTD),mauricendourmauricendour
8057,2016-12-31,sprained right index finger (DTD),milesplumlee
8058,2016-12-31,tightness in right hamstring (DTD),kyrieirving
8059,2016-12-31,sprained right ankle (DTD),mikedunleavyjr
8062,2016-12-31,strained right calf (DTD),damjanrudez
8063,2016-12-31,sore right wrist (DTD),patrickbeverley
8064,2017-01-01,right eye injury (DTD),hassanwhiteside
8065,2017-01-01,torn labrum in right shoulder (out for season),justisewinslow
8066,2017-01-01,sinus fracture (DTD),tylawson
8067,2017-01-01,sprained left ankle (DTD),aronbaynes
8070,2017-01-02,sinus ailment (DTD),tylerzeller
8077,2017-01-03,sore/sprained left ankle (DTD),denzelvalentine
8080,2017-01-03,migraine headache (DTD),tylerjohnson
8082,2017-01-03,arthroscopic surgery on left knee (out for season),quincypondexter
8083,2017-01-03,left forearm injury (DTD),michaelgbinije
8084,2017-01-03,sprained right wrist / migraine headache (DTD),brandonknight
8085,2017-01-03,strained right hip flexor (DTD),rudygay
8089,2017-01-04,fractured facial bone (DTD),jamychalgreen
8093,2017-01-04,right hip tendinitis (DTD),rondaehollisjefferson
8095,2017-01-05,surgery on right shoulder to repair torn labrum (out for season),justisewinslow
8096,2017-01-05,right biceps tendinitis (DTD),luoldeng
8099,2017-01-05,sore lower back (DTD),kennethfaried
8101,2017-01-06,finger injury (DTD),milesplumlee
8107,2017-01-06,hyperextended/strained right knee (DTD),nicolasbatum
8112,2017-01-07,sprained left foot (DTD),joshrichardson
8113,2017-01-07,sore groin (DTD),garyharris
8114,2017-01-07,bruised left knee (DTD),davidlee
8126,2017-01-09,bruised left hip (DTD),trevorbooker
8127,2017-01-09,sore left big toe (DTD),ericgordon
8130,2017-01-10,rest (DTD),dwyanewade
8132,2017-01-10,sore right shoulder (DTD),sergeibaka
8133,2017-01-10,sore right knee (DTD),jonleuer
8134,2017-01-10,gastroenteritis (DTD),lamarcusaldridge
8136,2017-01-10,bruised left hip (DTD),zachlavine
8138,2017-01-10,hyperextended/strained right knee (DTD),nicolasbatum
8139,2017-01-11,sprained left ankle (DTD),amirjohnson
8140,2017-01-11,strained Achilles (DTD),averybradley
8141,2017-01-11,sprained right ankle (DTD),jaylenbrown
8143,2017-01-11,strained right hamstring (DTD),andrewbogut
8146,2017-01-12,sore foot (DTD),jeremylamb
8150,2017-01-13,strained left calf (DTD),mauriceharklessmoeharkless
8153,2017-01-13,bruised sternum (DTD),williereed
8157,2017-01-13,arm injury (DTD),michaelgbinije
8158,2017-01-13,sore left knee (DTD),patrickpatterson
8159,2017-01-13,sprained right ankle (DTD),dejountemurray
8161,2017-01-14,sore right foot / heel (DTD),evanfournier
8162,2017-01-14,tightness in left calf (DTD),patrickmillspattymills
8163,2017-01-14,sprained right wrist (DTD),brandonknight
8165,2017-01-15,rest (DTD),dwyanewade
8166,2017-01-15,sore/sprained left ankle (DTD),mikemuscala
8167,2017-01-15,bruised right knee (DTD),rodneyhood
8168,2017-01-16,sprained left ankle (DTD),nerlensnoel
8169,2017-01-16,sprained right wrist (DTD),tjmcconnell
8172,2017-01-16,rest (DTD),dwighthoward
8173,2017-01-16,fractured orbital bone (out indefinitely),lancethomas
8174,2017-01-16,sprained right ankle (DTD),garyharris
8175,2017-01-16,dizziness (DTD),jareddudley
8176,2017-01-16,gastroenteritis (DTD),tysonchandler
8177,2017-01-16,concussion (DTD),stevenadams
8178,2017-01-17,sprained left ankle (DTD),eddavis(a)
8181,2017-01-17,strained right calf (DTD),omricasspi
8184,2017-01-17,torn ligament in left thumb (DTD),chrispaul
8185,2017-01-17,surgery on left thumb to repair torn ligament (out indefinitely),chrispaul
8188,2017-01-18,sore right Achilles (DTD),averybradley
8189,2017-01-18,sprained left ankle (DTD),tylawson
8190,2017-01-18,dislocated right thumb (DTD),jodiemeeks
8191,2017-01-18,fractured left thumb (DTD),davidwest
8192,2017-01-18,torn left Achilles tendon (out for season),rudygay
8193,2017-01-18,sore left Achilles (DTD),kristapsporzingis
8194,2017-01-19,sore lower back (DTD),kevinlove
8195,2017-01-19,sprained right ankle (DTD),danilogallinari
8196,2017-01-19,sore left foot (DTD),tonyparker
8197,2017-01-19,fractured left ring finger (DTD),paugasol
8201,2017-01-19,surgery to repair torn left Achilles tendon (out for season),rudygay
8202,2017-01-20,bruised left knee (DTD),joelembiid
8204,2017-01-20,rest (DTD),chandlerparsons
8206,2017-01-20,tendinitis in knee / left Achilles tendon (DTD),cjwilcox
8207,2017-01-20,strained left calf (DTD),josejuanbareajosebareajjbarea
8209,2017-01-20,surgery on left ring finger to repair fracture (out indefinitely),paugasol
8210,2017-01-21,rest (DTD),joelembiid
8211,2017-01-21,sprained left ankle (DTD),eddavis(a)
8214,2017-01-21,sprained MCL in right knee (DTD),troydaniels
8216,2017-01-21,sprained/strained left shoulder (DTD),tylerjohnson
8217,2017-01-21,strained left calf / sprained ligament in right knee (DTD),dangelorussell
8218,2017-01-21,sprained left ankle (DTD),joeharris
8221,2017-01-21,sinus infection (DTD),tylerzeller
8222,2017-01-22,strained left calf (DTD),josejuanbareajosebareajjbarea
8223,2017-01-22,sprained right ankle (DTD),demarderozan
8224,2017-01-22,sore back / back spasms (DTD),emanuelginobilimanuginobili
8225,2017-01-22,sore right ankle (DTD),draganbender
8226,2017-01-22,sore hip (DTD),rickyrubio
8229,2017-01-23,strained right hip (DTD),wesleymatthewswesmatthewsjr
8231,2017-01-23,sore left hand (DTD),kawhileonard
8233,2017-01-24,sore right knee (DTD),jahlilokafor
8234,2017-01-24,sprained right ankle (DTD),djaugustine
8235,2017-01-24,surgery on dislocated right thumb (out indefinitely),jodiemeeks
8237,2017-01-24,sprained right wrist (DTD),jonathonsimmons
8240,2017-01-24,bruised left knee (DTD),joelembiid
8241,2017-01-25,sprained wrist / left ankle injury (DTD),eddavis(a)
8242,2017-01-25,strained left calf (DTD),mauriceharklessmoeharkless
8243,2017-01-25,sprained left ankle (DTD),timquarterman
8244,2017-01-25,sore left knee (DTD),chandlerparsons
8245,2017-01-25,sore left knee (DTD),jamychalgreen
8247,2017-01-25,sprained left big toe (DTD),deronwilliams
8248,2017-01-25,sore lower back / back spasms (DTD),ericgordon
8250,2017-01-26,rest (DTD),dirknowitzki
8251,2017-01-26,fractured right arm / hand (out indefinitely),eneskanter
8254,2017-01-27,groin injury (DTD),alhorford
8257,2017-01-27,ankle injury (DTD),hassanwhiteside
8258,2017-01-27,left ankle / Achilles tendinitis (DTD),cjwilcox
8259,2017-01-27,sore right foot (DTD),evanfournier
8261,2017-01-27,rest (DTD),brooklopez
8262,2017-01-27,rest (DTD),carislevert
8264,2017-01-27,strained left hip flexor (DTD),nikolajokic
8266,2017-01-27,surgery on right arm / hand to repair fracture (out indefinitely),eneskanter
8268,2017-01-28,left foot injury (DTD),deyontadavis
8270,2017-01-28,groin injury (DTD),thabosefolosha
8272,2017-01-28,metatarsal inflammation (DTD),jeremylamb
8273,2017-01-28,sprained left ankle (DTD),derrickrose
8277,2017-01-29,rest (DTD),joelembiid
8279,2017-01-29,left Achilles tendinitis (DTD),cjwilcox
8284,2017-01-29,left wrist injury,eddavis(a)
8285,2017-01-30,bruised left knee (out for season),joelembiid
8287,2017-01-30,lower back spasms (DTD),kevinlove
8289,2017-01-30,pneumonia (DTD),juliusrandle
8291,2017-01-30,strained right hamstring (DTD),andrewbogut
8294,2017-01-31,sore left ankle (DTD),willbarton
8295,2017-01-31,left ankle injury (DTD),tyrekeevans
8297,2017-02-01,bruised right hand/wrist (DTD),robertcovington
8298,2017-02-01,sore/strained left shoulder (DTD),kellyolynyk
8299,2017-02-01,hyperextended right knee (DTD),rodneyhood
8302,2017-02-01,strained back (DTD),shaunlivingston
8303,2017-02-01,strained right rotator cuff (DTD),zaurpachuliazazapachulia
8304,2017-02-02,rest (DTD),joelembiid
8306,2017-02-02,torn left hamstring (DTD),garretttemple
8307,2017-02-02,strained groin (DTD),danilogallinari
8308,2017-02-02,sprained right ankle (DTD),rodneystuckey
8309,2017-02-02,bruised left shoulder (DTD),draymondgreen
8311,2017-02-03,bruised right heel (DTD),jimmybutler
8313,2017-02-03,torn lateral meniscus in left knee (out indefinitely),ramonsessions
8317,2017-02-03,sore groin (DTD),nenenenehilariomaybynerhilario
8319,2017-02-03,right hand injury (DTD),krisdunn
8320,2017-02-03,torn ACL in left knee (out for season),zachlavine
8321,2017-02-03,sprained right big toe (DTD),deronwilliams
8322,2017-02-04,knee injury (DTD),jahlilokafor
8323,2017-02-04,sore left knee (out for seaon),joelembiid
8325,2017-02-04,right leg injury (DTD),cristianofelicio
8326,2017-02-04,bruised right quadriceps (DTD),kyrieirving
8329,2017-02-04,rest (DTD),marcgasol
8331,2017-02-04,bruised left knee (DTD),patrickpatterson
8333,2017-02-05,sore right knee (DTD),carislevert
8334,2017-02-06,bruised left knee (out for season),joelembiid
8341,2017-02-06,sprained right big toe (DTD),deronwilliams
8343,2017-02-06,sprained left ankle (DTD),quincyacy
8344,2017-02-06,bruised right quadriceps (DTD),kawhileonard
8345,2017-02-07,fractured right hand (out indefinitely),evanturner
8346,2017-02-07,sprained right big toe (DTD),deronwilliams
8347,2017-02-07,sprained left ankle (DTD),tyrekeevans
8349,2017-02-08,surgery on right ankle to remove bone spur (out indefinitely),draganbender
8351,2017-02-08,surgery on right hand to repair fracture (out indefinitely),evanturner
8352,2017-02-08,torn ACL in left knee (out for season),jabariparker
8353,2017-02-08,sprained left ankle (DTD),imanshumpert
8354,2017-02-08,rest (DTD),vincecarter
8355,2017-02-08,sore left foot (DTD),zachrandolph
8356,2017-02-08,sprained left ankle (DTD),dionwaiters
8357,2017-02-08,surgery on left knee to repair torn lateral meniscus (out for season),ramonsessions
8358,2017-02-08,bone bruise in right foot (DTD),aarongordon
8361,2017-02-08,sprained right ankle (DTD),kennethfaried
8362,2017-02-09,rest (DTD),joelembiid
8363,2017-02-09,recovering from surgery on right hand to repair fracture (out indefinitely),evanturner
8364,2017-02-09,left ankle tendinitis (DTD),paulzipser
8365,2017-02-09,sore left big toe (DTD),georgehill
8366,2017-02-09,adductor muscle injury / strained left hamstring (DTD),tylawson
8367,2017-02-09,sprained left big toe (DTD),deronwilliams
8368,2017-02-09,sore lower back (DTD),ericgordon
8369,2017-02-09,rest / shoulder injury (DTD),nenenenehilariomaybynerhilario
8371,2017-02-10,rest (DTD),chandlerparsons
8373,2017-02-10,sprained right thumb (DTD),terrencejones
8376,2017-02-10,sore lower back (DTD),emmanuelmudiay
8377,2017-02-11,bruised left knee (out for season),joelembiid
8381,2017-02-12,bruised right wrist (DTD),dwyanewade
8382,2017-02-12,bruised right heel (DTD),jimmybutler
8383,2017-02-12,back spasms (DTD),nikolamirotic
8384,2017-02-12,left knee injury (DTD),kevinlove
8386,2017-02-13,rest (DTD),tonyallen
8390,2017-02-13,sore left knee (DTD),darrellarthur
8392,2017-02-13,sore right knee (DTD),lavoyallen
8393,2017-02-13,sore right heel (DTD),klaythompson
8394,2017-02-14,sprained left knee (DTD),alfarouqaminu
8397,2017-02-14,strained right calf (DTD),milesplumlee
8398,2017-02-15,surgery on left knee to repair torn ACL (out for season),jabariparker
8400,2017-02-15,strained left adductor muscle (DTD),tylawson
8401,2017-02-15,sore right Achilles (DTD),cjwatson
8403,2017-02-15,left ankle impingement (DTD),emanuelginobilimanuginobili
8404,2017-02-15,sprained left ankle (DTD),lancestephenson
8406,2017-02-16,left ankle tendinitis (DTD),paulzipser
8408,2017-02-16,torn right hamstring (DTD),malachirichardson
8410,2017-02-23,sore left hamstring (DTD),arronafflalo
8412,2017-02-23,sprained right ankle (DTD),kristapsporzingis
8416,2017-02-23,ankle injury (DTD),benoudrih
8417,2017-02-23,Achilles injury (DTD),cjwatson
8418,2017-02-23,fractured right thumb (out indefinitely),omricasspi
8420,2017-02-24,left knee injury (DTD),diamondstone
8425,2017-02-26,bursitis in right ankle / strained calf (DTD),williereed
8428,2017-02-27,arthrosopic surgery on left knee to remove loose body (out for season),joakimnoah
8429,2017-02-27,surgery on right wrist to remove loose bodies (out indefinitely) (date approximate),kylelowry
8430,2017-02-28,hyperextended / sprained left knee (DTD),michaelbeasley
8431,2017-02-28,right hip injury (DTD),wesleymatthewswesmatthewsjr
8432,2017-03-01,arthroscopic surgery on left shoulder to repair injured labrum (out for season),eddavis(a)
8434,2017-03-01,sprained right ankle (out indefinitely),mauricendourmauricendour
8436,2017-03-01,sprained MCL in left knee (out indefinitely),kevindurant
8437,2017-03-02,recovering from arthroscopic surgery on left shoulder to repair injured labrum (out for season),eddavis(a)
8438,2017-03-03,sore left hip (DTD),geraldhenderson(b)
8440,2017-03-03,sprained AC joint in left shoulder (DTD),frankkaminsky
8441,2017-03-03,left groin injury (DTD),joejohnson
8443,2017-03-03,right knee injury (DTD),jarrettjack
8445,2017-03-04,sore right knee (DTD),jahlilokafor
8446,2017-03-04,surgery on left knee (out for season),festusezeli
8447,2017-03-04,rest (DTD),kyrieirving
8448,2017-03-04,rest (DTD),lebronjames
8449,2017-03-05,strained left groin (DTD),joejohnson
8450,2017-03-05,sore right Achilles (DTD),nikolavucevic
8455,2017-03-06,right elbow injury (DTD),jamesjohnson
8456,2017-03-06,lacerated right elbow (DTD),jamesjohnson
8457,2017-03-06,sore left shoulder (DTD),tylerjohnson
8458,2017-03-06,sore toe (DTD),georgehill
8459,2017-03-06,sore left knee (DTD),carmeloanthony
8461,2017-03-07,sore right knee (DTD),derrickfavors
8462,2017-03-08,fractured tibia in left / right leg (out for season),andrewbogut
8463,2017-03-08,sore left foot (DTD),kylekorver
8470,2017-03-08,sprained left ankle (DTD),demarrecarroll
8471,2017-03-08,back injury (DTD),ryananderson
8473,2017-03-08,sore left big toe (DTD),georgehill
8475,2017-03-09,sore left knee / rest (DTD),chandlerparsons
8476,2017-03-09,sprained right ankle (out for season),johnnyobryantiii
8477,2017-03-09,sprained right ankle (DTD),brooklopez
8478,2017-03-09,stiffness in back (DTD),tonyparker
8479,2017-03-10,sore back (DTD),malcolmbrogdon
8480,2017-03-10,strained left hamstring (DTD),mirzateletovic
8484,2017-03-10,concussion (DTD),kawhileonard
8486,2017-03-10,rest (DTD),shaunlivingston
8487,2017-03-11,sore left hip / rest (DTD),geraldhenderson(b)
8489,2017-03-11,sore right leg (DTD),rudygobert
8492,2017-03-11,sore left ankle (DTD),demarrecarroll
8493,2017-03-11,sore lower back (DTD),tonyparker
8494,2017-03-11,sore left groin (DTD),dejountemurray
8495,2017-03-11,hip injury (DTD),alexlen
8496,2017-03-11,rest (DTD),klaythompson
8497,2017-03-11,rest (DTD),stephencurry
8499,2017-03-11,illness (out for season),omerasik
8500,2017-03-12,sore right knee (DTD),robertcovington
8502,2017-03-12,bruised right orbital bone (DTD),gorandragic
8503,2017-03-12,eye injury (DTD),gorandragic
8505,2017-03-12,bruised right hip (DTD),alexlen
8508,2017-03-13,torn meniscus in left knee (out for season),chandlerparsons
8509,2017-03-13,migraine headache (DTD),nicolasbatum
8512,2017-03-13,sore left ankle (DTD),tyrekeevans
8513,2017-03-13,rest (DTD),darrellarthur
8514,2017-03-13,sore lower back (DTD),tonyparker
8517,2017-03-14,sore left knee (DTD),lavoyallen
8520,2017-03-15,foot injury (DTD),rashadvaughn
8521,2017-03-15,fractured right elbow (out indefinitely),dwyanewade
8524,2017-03-15,left knee injury (DTD),danilogallinari
8526,2017-03-15,back spasms (DTD),brandonknight
8527,2017-03-15,left knee injury (out for season),ericbledsoe
8529,2017-03-15,sprained left ankle (DTD),lancestephenson
8530,2017-03-15,left ankle / foot injury (out for season),nemanjabjelica
8532,2017-03-16,bruised right quadriceps (DTD),derrickwilliams
8533,2017-03-16,bone bruise in right knee (DTD),isaiahthomas
8534,2017-03-16,rest (DTD),blakegriffin
8535,2017-03-16,sore right knee (DTD),rodneyhood
8536,2017-03-16,rest (DTD),trevorbooker
8537,2017-03-16,sore left knee (DTD),darrellarthur
8539,2017-03-17,sprained left shoulder (out for season),joeharris
8540,2017-03-17,sore left leg (DTD),trevorbooker
8541,2017-03-17,sore ribs / sore left knee (DTD),demarcuscousins
8545,2017-03-18,rest (DTD),kevinlove
8546,2017-03-18,rest / knee injury (DTD),kyrieirving
8547,2017-03-18,rest (DTD),lebronjames
8550,2017-03-18,tightness in left knee (DTD),paulmillsap
8551,2017-03-18,sprained left ankle (out for season),dionwaiters
8553,2017-03-18,ankle injury (DTD),tyrekeevans
8554,2017-03-18,strained left hamstring (DTD),seankilpatrick
8556,2017-03-19,gastroenteritis (DTD),justinanderson
8560,2017-03-19,bone bruise in right knee (DTD),kentbazemore
8561,2017-03-19,gastroenteritis (DTD),nickyoung
8563,2017-03-19,sprained left ankle (DTD),michaelgbinije
8564,2017-03-19,left leg injury (DTD),ronnieprice
8566,2017-03-20,rest (DTD),geraldhenderson(b)
8567,2017-03-20,sore right knee (DTD),jahlilokafor
8570,2017-03-21,left knee injury (DTD),tonyallen
8573,2017-03-21,ankle injury (DTD),jeremylin
8575,2017-03-21,gastroenteritis (DTD),alanwilliams
8577,2017-03-21,recovering from surgery on left foot (out for season),nemanjabjelica
8580,2017-03-22,sprained left thumb (DTD),johnhenson
8581,2017-03-22,rest (DTD),kostakoufos
8582,2017-03-22,rest (DTD),tylawson
8586,2017-03-23,sore left knee (DTD),carmeloanthony
8587,2017-03-23,sore right foot (DTD),derrickrose
8588,2017-03-23,sore right hip (out for season),lancethomas
8590,2017-03-23,strained left calf (out for season),glennrobinsoniii
8591,2017-03-23,left foot injury (DTD),tjwarren
8593,2017-03-24,sore right knee (out for season),jahlilokafor
8594,2017-03-24,surgery on left knee to repair torn meniscus (out for season),joelembiid
8598,2017-03-24,strained right calf (DTD),milesplumlee
8600,2017-03-25,sore lower back (DTD),demarrecarroll
8601,2017-03-25,sprained right ankle (DTD),ryananderson
8602,2017-03-26,strained right calf (DTD),tiagosplitter
